"","year","ccode","Exports","ULC_index","GDP_pc_PPP","OECD_GERD","Wages","pop","TECH","eci_rank","eci_rank_normed","RULC","GERD_pc","ULCGR","rel_ULCGR","EXP","EXPGR","eciGR","eci_rank_change","eci_rank_normed_change","world_GDPg","CAP.ACCU","TOT","HC","TAXBURDEN","real_gdp","gdp_growth","REER","INFLATION","PART.GROWTH","PRIMARY"
"1132",2003,"POL",54.11,89.63643,12259.37593,3144.85137,21433,38.451227,1.217322886,51,0.780701754,90.07618,81.7880628360702,-0.0275876052186908,-0.129506141938651,1.02239017477563,14.0626649762523,-16.5127302712203,18,-0.0783290830000001,2.905080926,8.76173377,94.11966286,3.077959776,32.49,540476.1875,-0.0074050751980026,NA,0.787918582,0.0100765862140169,0.145639473909553
"1133",2004,"POL",75.27,87.8011,13346.65463,3390.272153,21010,38.45452,1.312667966,43,0.815789474,85.38327,88.1631639921653,-0.0204752688164845,-0.0520993452431042,1.2014173756205,17.5106534923582,10.3051550061216,-8,0.03508772,4.448198821,9.13687548,97.11855877,3.09796977,31.919,558195.25,0.0327841686827322,NA,3.576547231,0.0282229055219265,0.152513613266405
"1134",2005,"POL",90.18,88.3031,13897.54307,3574.130214,20941,38.463514,1.310778022,43,0.815789474,95.36343,92.9226126869219,0.00571746823217471,0.116886598510458,1.31234283319363,9.23288274533557,-0.185186518872469,0,0,3.83004478,9.631710007,98.29265515,3.118109703,32.977,579270.9375,0.0377568377731627,NA,2.107050758,0.0580817649166743,0.160533657188092
"1135",2006,"POL",112,87.68445,15147.8265,3714.116475,21069,38.478763,1.26823783,46,0.806034483,97.24069,96.5238013238627,-0.0070059828024158,0.019685323818575,1.43970342109525,9.70482595555375,-4.1760421941158,3,-0.00975499099999999,4.305647721,10.70376214,98.18143785,3.140255928,33.611,599403.1875,0.0347544623710731,NA,1.114943945,0.0260712388539544,0.15303888828587
"1136",2007,"POL",141.75,89.98431,16787.07569,4055.275634,21713,38.500356,1.33034885,39,0.835497835,101.6554,105.330860680873,0.0262288239248806,0.0453998218235597,1.59161290177699,10.5514426413027,6.36297166422754,-7,0.0294633519999999,4.228059675,12.07557174,99.79791999,3.162559271,34.618,660358.875,0.101693966217021,NA,2.388059701,0.0591927029359232,0.146352226630066
"1137",2008,"POL",171.7,97.00761,18315.13109,4508.392407,22907,38.525752,1.340210081,35,0.852813853,115.1511,117.022826887325,0.0780502734310015,0.132759302506311,1.73725816749111,9.15079700293408,0.949799633379586,-4,0.017316018,1.818551801,12.36589442,98.3537117,3.185021162,34.145,689028.125,0.0434146508593528,NA,4.349378235,0.0340536371262975,0.153732068040185
"1138",2009,"POL",137.57,98.85013,19077.28001,5113.366855,22864,38.551489,1.435289979,35,0.852173913,92.33454,132.637337432025,0.0189935614329638,-0.198144524889471,1.77852071342507,2.37515337133497,9.0716045711185,0,-0.000639940000000006,-1.734050381,11.40719116,101.4820026,3.207642555,31.21,727771.5,0.0562290182276667,NA,3.825977877,-0.0509282960916014,0.14232502958331
"1139",2010,"POL",159.65,100,20809.45684,5776.504374,23502,38.574682,1.371520401,37,0.844155844,100,149.748593494562,0.0116324581464891,0.083018337449886,1.76485479329698,-0.768386897320662,-5.57824063353248,2,-0.00801806900000002,4.311472256,10.85248304,100,3.230424643,31.415,788343.4375,0.0832293343446398,NA,2.707452359,0.0321433817682984,0.165561909242755
"1140",2011,"POL",189.17,101.2208,22576.17938,6278.349078,23515,38.594217,1.352626801,40,0.831168831,96.00806,162.675902402684,0.012208,-0.0399194,1.79277469246953,1.58199412657594,-1.75035576799022,3,-0.0129870129999999,3.180881833,11.1745172,98.46458079,3.254019737,31.85,842787.5625,0.0690614298416101,NA,4.258333333,0.0431524716458222,0.179255748697864
"1141",2012,"POL",185.69,103.5429,23542.00296,7533.669539,23255,38.609486,1.249456883,45,0.811158798,92.38682,195.124833803796,0.0229409370406083,-0.0377180832525936,1.79198360203276,-0.0441265954998571,-9.72822736804295,5,-0.020010033,2.508079253,10.46732629,97.24187793,3.278010845,32.077,892049.0625,0.058450672734032,NA,3.556869954,0.0178911199633426,0.178614250991591
"1142",2013,"POL",204.94,NA,24422.76391,7548.996352,23550,38.618698,1.27604574,48,0.799145299,92.38275,195.475164698717,NA,-4.40539029268318e-05,1.9497483612562,8.80391757181662,2.77733536791766,3,-0.012013499,2.614862833,9.948536126,98.26276354,3.302406073,31.944,914200.5,0.0248320842778757,NA,1.034269836,0.0296817356787226,0.17660423703151
"1143",2014,"POL",219.86,NA,25288.23081,8420.260483,24032,38.619974,1.342791439,43,0.820512821,94.14602,218.028641940567,NA,0.0190865718978921,2.05729471266089,5.51590931126109,6.78351185217983,-5,0.021367522,2.855754385,10.46511521,100.1054555,3.327214003,31.984,944258.25,0.0328787284627388,NA,0.106951872,0.0292352820218793,0.1702863998338
"1144",2015,"POL",198.73,NA,26270.68427,9335.265118,24597,NA,1.359200955,39,0.836909871,92.05263,NA,NA,-0.0222355655608171,2.09869007438823,2.01212599597859,1.56179085162411,-4,0.01639705,2.856945528,10.60359298,102.498888,NA,32.44,NA,NA,NA,-0.991300366,NA,0.161665528690142
"1145",2016,"POL",204.07,NA,27055.19212,NA,25921,NA,1.363549471,39,0.835497835,90.4692,NA,NA,-0.0172013553550832,2.17908962383021,3.83093961434089,0.407509581999412,0,-0.00141203600000006,2.505727885,9.414714317,102.9919018,NA,33.563,NA,NA,NA,-0.609676201,NA,0.152448279907776
"1146",1970,"PRT",0.94,2.213096,2080.839953,NA,NA,8.670352,1.325493455,30,0.836158192,86.2402,NA,NA,NA,0.422566868959317,-7.73956694388254,-13.0005510327089,7,-0.024601302,4.861890299,9.518386223,87.953568,1.396433949,17.584,65582.75,0.0755384343665773,NA,4.533333333,0.0383200276034924,0.321698603297184
"1147",1971,"PRT",1.03,2.382969,2351.998821,NA,NA,8.717871,1.398043871,28,0.848314607,85.20387,NA,0.076758080083286,-0.012016785675358,0.414336859889778,-1.94762289097744,7.02063727185177,-2,0.0121564150000001,4.335166253,10.99640372,90.78027117,1.41478467,17.337,70490.4765625,0.0748325826913327,NA,7.496075354,0.0301465818904061,0.304682178508362
"1148",1972,"PRT",1.25,2.540061,2654.505174,NA,NA,8.806016,1.456178666,26,0.861878453,83.4296,NA,0.0659228047028728,-0.0208238193875466,0.422811527533487,2.04535692189268,5.25660375551777,-2,0.0135638459999999,5.776450629,12.63403077,93.64381329,1.433376431,17.12,76117.3046875,0.0798239478493383,NA,8.944870391,0.0449779506862055,0.282418626084654
"1149",1973,"PRT",1.82,2.679763,3111.385746,NA,NA,8.923928,1.374395848,28,0.854054054,82.44299,NA,0.0549994665482442,-0.0118256589987247,0.44852995539345,6.08271681001552,-7.02557402086197,2,-0.00782439899999998,6.566790491,12.93587198,94.07549776,1.452212453,16.726,84469.6171875,0.109729483122011,NA,10.35522788,0.063462333930013,0.268243399078284
"1150",1974,"PRT",2.24,3.533504,3382.236654,NA,NA,9.054924,1.193957031,33,0.828877005,93.5984,NA,0.318588248289121,0.135310594630302,0.414293112377007,-7.63312296196812,-16.6719426695181,5,-0.0251770490000001,2.018369197,12.79653103,93.97366713,1.471296191,17.133,85775.8515625,0.0154639551887693,NA,27.96841786,0.00905696502489455,0.310356422147977
"1151",1975,"PRT",2.03,4.923445,3403.045659,NA,NA,9.185876,1.235634447,31,0.836065574,107.7375,NA,0.393360528246183,0.151061342928939,0.351990567346373,-15.0382768067693,4.62131705223414,-2,0.00718856900000009,0.737561833,9.664210889,81.36893768,1.490630507,18.854,81084.625,-0.0546916932568343,NA,20.40816327,-0.00482619383568211,0.277289067658193
"1152",1976,"PRT",1.86,5.689327,3730.079464,NA,NA,9.314301,1.271727443,28,0.856382979,104.4828,NA,0.155558150847628,-0.0302095370692656,0.289791848435747,-17.6705641232196,3.82531964249094,-3,0.020317405,5.355175294,8.700754973,76.37263186,1.520378709,20.473,86113.9296875,0.0620253801198439,NA,18.24990146,0.0474077036301579,0.283417104228689
"1153",1977,"PRT",2.05,6.587116,4139.158822,NA,NA,9.441167,1.202170015,34,0.821621622,87.12476,NA,0.157802320028362,-0.166132990310367,0.280775762888292,-3.11122814396692,-7.10043629313072,6,-0.034761357,3.95391211,9.908841639,78.69059505,1.550720572,20.885,91028.078125,0.0570656623769583,NA,27.19166667,0.0352121653640368,0.262632954266059
"1154",1978,"PRT",2.42,7.440108,4505.445732,NA,NA,9.560753,1.150698781,41,0.786096257,73.5987,NA,0.129494000105661,-0.155249322924964,0.276214716994053,-1.62444430648865,-5.65577893862131,7,-0.035525365,3.958113954,9.169220742,81.15481712,1.5816679,20.17,93272.96875,0.0246615184154202,NA,22.64299286,0.0480878349758821,0.264746652508676
"1155",1979,"PRT",3.61,8.77843,5097.518177,NA,NA,9.667021,1.206427575,36,0.812834225,66.02236,NA,0.179879378095049,-0.102941220429165,0.336039021484157,21.6586230962456,6.49070973044307,-5,0.0267379680000001,4.156645323,9.882186175,79.36740072,1.613232851,19.866,97956.5546875,0.0502137543198978,NA,23.53758214,0.0480205496989888,0.263479114060883
"1156",1980,"PRT",4.63,10.70743,5749.795445,NA,NA,9.755635,1.208692909,36,0.813829787,70.17917,NA,0.219743165919191,0.0629606393955017,0.362216798097384,7.79010023824309,0.247761068083833,0,0.00099556199999995,1.878198824,8.942489398,75.71603293,1.645427823,21.884,101770.5078125,0.0389351497423244,NA,16.69189189,0.0241092517285092,0.289543016996548
"1157",1981,"PRT",4.17,12.91427,6333.860498,NA,NA,9.824239,1.256278337,31,0.840425532,76.16286,NA,0.206103612164637,0.0852630488505349,0.328877321660949,-9.20428776676216,5.19158679685601,-5,0.0265957450000001,1.933359096,9.704656908,71.45931728,1.680736423,23.149,100951.4921875,-0.00804767159567424,NA,20.04076339,-0.0112238053153959,0.304177432429171
"1158",1982,"PRT",4.17,15.38754,6828.157328,410.5244468,NA,9.873144,1.2071324,34,0.821621622,74.83886,41.5799107963988,0.191514502949063,-0.0173838009759612,0.344910298508697,4.87506306813012,-5.09721265404608,3,-0.01880391,0.384739009,9.406224182,72.4871279,1.714916587,23.739,101331.9375,0.00376859523575331,NA,22.73021949,-0.00988474662493041,0.28751456218212
"1159",1983,"PRT",4.6,18.71537,7054.865648,449.4943572,NA,9.904444,1.168428123,35,0.818181818,69.6133,45.3830984556024,0.216267837484094,-0.0698241528532102,0.38425875650525,11.4083163554946,-4.22985153427914,1,-0.00343980399999999,2.439787391,8.737726249,72.53777169,1.742581129,25.101,98947.3515625,-0.0235324222188094,NA,25.10564443,0.0071356150382813,0.285221277897937
"1160",1984,"PRT",5.2,22.71393,7143.455424,456.8080565,NA,9.921895,1.157281757,38,0.802139037,67.22272,46.0404042272167,0.213651132732081,-0.0343408515326813,0.405926527298559,5.63884893356042,-1.2719478442919,3,-0.016042781,4.515216142,7.437745453,72.00160378,1.770691991,24.591,95215.8125,-0.0377123692910869,NA,28.78333333,0.0194951087927698,0.268867886228611
"1161",1985,"PRT",5.7,26.62745,7562.327838,517.2835782,NA,9.929014,1.044600249,43,0.77540107,67.38298,52.0981819745646,0.172296031554205,0.0023840154043158,0.430139984152737,5.96498509602685,-13.0241109117147,5,-0.026737967,3.73830685,7.158203879,74.88935519,1.799256206,24.122,96729.234375,0.0158946485385503,NA,19.64539925,0.00663251606868683,0.266050231218086
"1162",1986,"PRT",7.31,30.77767,8034.378051,547.3737374,NA,9.92541,0.970983565,46,0.759358289,68.84007,55.1487281029197,0.155862465237941,0.0216240065369622,0.474379607517392,10.2849362985389,-9.7830170345135,3,-0.016042781,3.361494023,7.378568473,83.9388398,1.82656157,25.455,105987.9921875,0.0957182993572102,NA,11.7631152,0.0536772427201366,0.227100234315122
"1163",1987,"PRT",9.13,33.88268,8780.054407,622.8376566,NA,9.912208,1.005465746,46,0.759358289,66.60323,62.8354102940536,0.100885154724188,-0.0324932847976477,0.505288091693462,6.5155592032774,5.07928973141918,0,0,3.637811278,8.656195633,84.91862259,1.854281187,23.988,114203.296875,0.0775116550275485,NA,9.343148358,0.0446909647121245,0.209418470825214
"1164",1988,"PRT",10.45,36.83189,9793.481852,673.3212953,NA,9.896416,0.88939643,53,0.729166667,66.54323,68.0368827765526,0.0870418160546923,-0.000900857210678856,0.501453976602013,-0.758797833251715,-16.2707868517305,7,-0.030191622,4.614831634,9.526886787,84.86715723,1.882421613,25.627,123266.9765625,0.0793644311111312,NA,9.697048162,0.0498329559265228,0.221134920880345
"1165",1989,"PRT",12.75,40.59849,10863.32576,834.564014,NA,9.886997,0.847118676,55,0.71875,68.13071,84.4102626914927,0.102264640777326,0.0238563712642142,0.570130526353445,13.6954841233492,-7.07825212812476,2,-0.010416667,3.690045822,9.407351408,85.78400064,1.910989046,26.283,131268.875,0.0649151837795162,NA,12.61654668,0.0420429961305616,0.222358339568936
"1166",1990,"PRT",16.42,46.50216,11755.16347,936.7332883,NA,9.890319,0.67911619,61,0.684210526,73.36176,94.7121410644085,0.145415999462049,0.0767796196458251,0.634900994884446,11.3606385796026,-30.2700026262442,6,-0.034539474,2.92182862,9.604147101,87.62109328,1.939990044,26.483,138969.34375,0.0586618019694311,NA,13.3724586,0.0470997114177651,0.202718514780419
"1167",1991,"PRT",16.32,53.90102,12712.97654,1082.847556,NA,9.909574,0.826773108,55,0.717277487,81.22936,109.272866421907,0.159107877999646,0.107243882916658,0.608843905405355,-4.10411854588972,38.153194002416,-6,0.0330669610000001,1.445159952,9.595765635,89.70703802,1.966100454,27.527,144737.4375,0.0415062314777607,NA,10.92623405,0.022836626662045,0.177219455560246
"1168",1992,"PRT",17.98,60.79068,13149.72913,1179.751378,NA,9.943197,0.650663317,70,0.672985782,91.4854,118.649100284345,0.127820586697617,0.126260258606002,0.632791108545847,3.93322540110654,-32.9381856709345,15,-0.044291705,1.791136171,9.843884591,94.11067012,1.992562413,29.452,149054.5625,0.0298272863922992,NA,8.941666667,0.0234584527707852,0.170952811269758
"1169",1993,"PRT",14.86,64.19543,13172.84085,1150.154787,NA,9.986828,0.763528437,68,0.688372093,89.15063,115.16717690542,0.0560077630320964,-0.0255206841747425,0.52967196695075,-16.2959213874014,31.4775281073891,-2,0.015386311,1.563486513,8.627227884,94.56604122,2.019380569,28.026,152504.1875,0.023143370737142,NA,6.501950585,0.0157621280313037,0.167149087593269
"1170",1994,"PRT",18.06,66.89448,13550.37147,1122.333413,NA,10.0336,0.765155286,64,0.708333333,87.74356,111.857500099665,0.0420442701295092,-0.0157830628903016,0.568274785716983,7.28806151257418,0.345093347304028,-4,0.01996124,3.022676127,8.387295738,96.48210877,2.046559572,28.802,162016.90625,0.0623767708017854,NA,5.21439345,0.0379303205535423,0.186296909515481
"1171",1995,"PRT",23.4,67.45322,14384.56378,1135.941408,22939,10.078431,0.646231115,78,0.640186916,89.74014,112.710143870608,0.00835255764003248,0.0227547184089635,0.615622607556373,8.33185336204072,-25.1398877238552,14,-0.068146417,3.030997648,8.493744737,98.05546493,2.074104548,29.278,168194.671875,0.0381303764402673,94.1178915809869,4.123148338,0.0460560168016997,0.174398808394413
"1172",1996,"PRT",25.18,70.3119,14899.39502,1250.34081,23745,10.119985,0.764333874,69,0.679245283,90.68996,123.551646568646,0.0423801858532475,0.0105841154248255,0.632774608599502,2.78612267200712,33.3505323178325,-9,0.039058367,3.385655271,8.65634133,95.74544969,2.107091904,29.957,172599.265625,0.0261874749116514,92.3566628549994,3.120697568,0.0307883848117335,0.156290704678718
"1173",1997,"PRT",24.16,73.18687,15783.74986,1339.187231,24344,10.159662,0.732187331,69,0.679245283,90.91786,131.814151986552,0.0408888111400774,0.00251295733287351,0.593692022263451,-6.17638347128872,-6.80741534860685,0,0,3.702822113,9.499026695,96.45841488,2.140604019,29.921,186382.859375,0.0798589362480087,93.1881123774189,2.161612308,0.0525136019994028,0.156296145714111
"1174",1998,"PRT",24.62,76.23383,16677.92618,1555.446408,24712,10.19831,0.719437033,72,0.661904762,93.50096,152.520016355651,0.0416326043182336,0.0284113594402684,0.600019496977969,1.06578402222657,-2.89725653828768,3,-0.0173405209999999,2.532416348,10.12445133,99.28291358,2.174649,30.175,194813.796875,0.0452345109859972,94.3743241276092,2.716440297,0.0420559942856582,0.140345036026671
"1175",1999,"PRT",24.41,78.46307,17723.51132,1761.626169,25525,10.237593,0.791960538,69,0.679245283,94.68032,172.07425309836,0.0292421356765101,0.0126133464298119,0.57904113066024,-3.49628077477275,16.9712527401767,-3,0.0173405209999999,3.255703306,10.23406609,100.3790159,2.209235668,30.958,206971.25,0.0624055037169708,94.9661515877982,2.303885779,0.0399407307806516,0.142913513328451
"1176",2000,"PRT",24.43,82.02773,18883.894,1936.455416,25864,10.278542,0.863199532,65,0.718061674,93.96825,188.397869658946,0.0454310543801052,-0.00752078150982165,0.531774795659603,-8.16286313663798,14.2519323734579,-4,0.038816391,4.388711945,10.15985181,97.63573807,2.244372129,31.05,219630.03125,0.0611620273347144,93.1235098311168,2.846721116,0.0599451525040396,0.14997258169586
"1177",2001,"PRT",24.08,84.89196,19556.93167,2092.465366,25979,10.320463,0.900990189,60,0.74122807,95.47765,202.749175691052,0.034917825959587,0.0160628722999524,0.541827362281795,1.8903804212313,6.61723964673722,-5,0.023166396,1.914438493,9.822329783,97.87287008,2.241577864,30.821,221736.21875,0.00958970632573727,93.222654986263,4.394757132,0.0232552321204425,0.138439453917732
"1178",2002,"PRT",25.84,87.50945,20367.7387,1989.743317,26006,10.362028,0.840812505,69,0.700440529,98.07909,192.02257675814,0.030833190799223,0.027246585981117,0.561353504983533,3.60375722250491,-9.88326535742936,9,-0.040787541,2.158631993,9.152410084,99.51428861,2.238786936,31.247,223161.3125,0.00642697777581724,94.3062834358957,3.545051699,0.015741118924288,0.1420829104299
"1179",2003,"PRT",31.73,90.59743,20839.50013,1905.970757,25858,10.402836,0.87320155,69,0.701754386,102.3737,183.21645722378,0.0352873889619921,0.0437872129523225,0.599527633443552,6.80037233599155,5.9027947539261,0,0.00131385699999997,2.905080926,8.256716679,99.54959317,2.235999584,31.339,219737.03125,-0.0153444215381194,96.292559339331,3.283333333,0.00141542432526122,0.152274106356192
"1180",2004,"PRT",35.26,91.33201,21483.23776,2027.074125,25972,10.442446,0.925351382,63,0.728070175,103.0184,194.118707915751,0.0081081770200324,0.00629751586589134,0.562800274536719,-6.1260493858939,8.97439193153343,-6,0.0263157890000001,4.448198821,8.063205578,99.11634482,2.23321557,30.15,217321.5,-0.0109928273639585,97.9820729831276,2.355978699,0.0299720217391151,0.147213637323515
"1181",2005,"PRT",38.74,94.68797,22739.66382,2122.114323,25832,10.480085,0.866545618,67,0.710526316,104.0575,202.490182379246,0.0367446199859174,0.0100865476458575,0.563763155443793,0.171087497756805,-9.28640372909462,4,-0.017543859,3.83004478,7.884118087,97.94153224,2.230435133,30.807,239240.140625,0.10085813242132,100.464619381871,2.293867255,0.0597717664752739,0.191047665730536
"1182",2006,"PRT",45.08,95.29194,24658.5397,2717.207395,25269,10.516559,0.78654027,75,0.681034483,102.9143,258.374188268235,0.0063785293950223,-0.0109862335727843,0.57948062699084,2.7879565018176,-13.9275362727052,8,-0.029491833,4.305647721,7.651659887,98.4764881,2.256005526,31.331,247852.171875,0.0359974343247818,101.902046056848,2.743315096,0.0400497015760968,0.190723906376123
"1183",2007,"PRT",52.55,96.05733,25701.41542,3280.095199,25470,10.550695,0.871814132,78,0.666666667,102.3037,310.889017169011,0.00803205391767653,-0.0059330919026801,0.59004767540304,1.82353782335633,17.2467384642414,3,-0.014367816,4.228059675,7.716120127,98.99697515,2.281868696,31.817,259581.03125,0.0473219955519101,101.803500353941,2.805070127,0.0629718803507707,0.20092972982481
"1184",2008,"PRT",57.09,98.9883,26631.49833,4224.831327,25361,10.577458,0.946008027,71,0.696969697,102.028,399.418397785177,0.0305127156876003,-0.00269491719263331,0.577635811194337,-2.10353582025805,12.7984815253104,-7,0.03030303,1.818551801,7.587171038,96.68090289,2.308028698,31.73,259193.734375,-0.00149200761371118,101.251119777834,2.590407797,0.0257997335475392,0.216250767319624
"1185",2009,"PRT",44.25,101.3983,26464.48097,4480.55066,26465,10.59026,0.817932725,79,0.660869565,102.3689,423.082215167522,0.0243463116348095,0.00334123965970117,0.572069067158969,-0.963711724149873,-19.5863003551794,8,-0.036100132,-1.734050381,6.921124594,101.3572635,2.334488392,29.914,260321.296875,0.00435026912482633,99.121855645246,-0.835530022,-0.0352114127991517,0.209930517414515
"1186",2010,"PRT",49.34,100,27334.80906,4429.343993,26425,10.584837,0.86300385,76,0.675324675,100,418.461237806496,-0.0137901720245804,-0.0231408171817808,0.54543022550124,-4.65657788316088,8.57147132311834,-3,0.01445511,4.311472256,6.780830543,100,2.361251354,30.405,268310.6875,0.0306904994747176,100,1.402572899,0.0175424795548434,0.228927366171413
"1187",2011,"PRT",59.72,98.47214,26780.13068,4133.523109,25843,10.558909,0.894315899,70,0.701298701,97.12662,391.472557344703,-0.0152786,-0.0287338,0.565969787145321,3.76575420351996,5.48469829549008,-6,0.025974026,3.180881833,5.921011573,98.01427727,2.37762332,32.329,265376.09375,-0.0109372972703519,100.383226653473,3.653011004,0.023900359227269,0.232349360309632
"1188",2012,"PRT",58.08,94.5322,26454.22685,3751.720494,24673,10.515016,0.852495432,76,0.678111588,90.82796,356.796460794734,-0.0400107075970929,-0.064849986543339,0.560495490366001,-0.967241874682328,-6.94449497357769,6,-0.023187113,2.508079253,4.972534175,98.55066342,2.394108534,31.779,271814.84375,0.0242627356104868,94.9862542801058,2.773338541,0.0140595254637114,0.243213675271523
"1189",2013,"PRT",63.04,NA,27899.47614,3571.05384,25169,10.459716,0.889859617,71,0.700854701,93.74377,341.410210372825,NA,0.0321025596082968,0.599746934193377,7.00299012249756,6.66753390812505,-5,0.022743113,2.614862833,4.763788817,100.2608929,2.410708189,34.073,272002.03125,0.000688658122630582,92.2375551414667,0.274416667,0.023711437424853,0.26729234615977
"1190",2014,"PRT",64.07,NA,28746.52581,3503.307645,24717,10.402343,0.965040148,67,0.717948718,93.22376,336.780631536568,NA,-0.005547141959407,0.599521842264091,-0.037531151299405,12.5771677526086,-4,0.017094017,2.855754385,4.914452296,101.4148221,2.427422762,34.255,281354.90625,0.0343853130692383,91.9542517698463,-0.278153367,0.023579876974396,0.252602992732125
"1191",2015,"PRT",55.13,NA,29532.32841,3436.889735,24595,NA,0.973462224,67,0.716738197,90.7695,NA,NA,-0.0263265502271095,0.582200894686374,-2.88912702701613,1.25154451860902,0,-0.00121052100000008,2.856945528,5.2323268,104.6740372,NA,34.558,NA,NA,89.6350211320571,0.487938624,NA,0.244905822606678
"1192",2016,"PRT",55.29,NA,30658.46613,3560.446064,24529,NA,0.922285259,67,0.714285714,93.4193,NA,NA,0.0291926252761116,0.590394792480875,1.40740041269009,-7.51103899081531,0,-0.00245248300000001,2.505727885,5.33903128,105.9232762,NA,34.38,NA,NA,91.8202604131711,0.607397075,NA,0.226728825952656
"1193",1993,"SVK",5.45,40.42597,7429.755903,835.6219843,NA,5.335292,1.443428636,29,0.869767442,64.00668,156.621602772632,NA,NA,0.194260580072785,NA,NA,NA,NA,1.563486513,NA,112.1810707,3.168454885,NA,65030.46875,0.0104628592169426,NA,NA,0.0211555200572155,0.244026763847054
"1194",1994,"SVK",6.74,45.58191,8025.731362,581.8890458,11474,5.350643,1.47026527,25,0.888888889,60.01109,108.751237150376,0.127540291550209,-0.062424578184652,0.212080401757058,9.17315374925565,2.3309385928405,-4,0.019121447,3.022676127,NA,110.616957,3.196031332,NA,67440.734375,0.0370636360359927,NA,13.41013348,0.048834430327768,0.245789279087188
"1195",1995,"SVK",8.57,52.10205,8645.277554,636.1749071,12158,5.36295,1.651462079,21,0.906542056,64.70687,118.624060843379,0.143042272691074,0.0782485370620662,0.225465202852911,6.31119188051409,15.3796473302261,-4,0.0176531670000001,3.030997648,12.49734509,111.8090459,3.223847866,39.562,70739.1328125,0.0489081038050307,NA,9.887168882,0.0483147385609377,0.227133259522111
"1196",1996,"SVK",8.81,56.21415,9358.226152,669.2437345,13183,5.372115,1.548747182,24,0.891509434,65.43736,124.577328389284,0.0789239578864939,0.0112892185945635,0.221395722865831,-1.80492596444478,-7.55614110515436,3,-0.015032622,3.385655271,15.11937126,106.5859495,3.229552269,38.642,75516.46875,0.0675345561580848,NA,5.809254954,0.0307794082499683,0.217850426534826
"1197",1997,"SVK",9.6,61.75194,10063.40372,836.9675473,14993,5.37849,1.541780949,26,0.882075472,70.03773,155.613852084879,0.0985123852268513,0.0703018887070016,0.235904114806669,6.55314915439035,-0.554353194726974,2,-0.00943396200000002,3.702822113,16.12810671,109.7200146,3.235267162,36.467,77666.7109375,0.0284738180041026,NA,6.109533469,0.0198033073651097,0.213995383529814
"1198",1998,"SVK",10.73,65.91006,10603.90548,633.4683519,15637,5.382521,1.634447813,21,0.904761905,72.76234,117.689898822503,0.067335860217509,0.0389020318048572,0.261503217001365,10.8514860860629,7.41527476007525,-5,0.022686433,2.532416348,16.26967073,106.2921104,3.240991592,36.057,75494.8046875,-0.0279644422144743,NA,6.698271907,0.0192007715589326,0.168610169985071
"1199",1999,"SVK",6.95,68.49387,10701.51806,532.6988906,15248,5.384857,1.639200449,22,0.900943396,70.28785,98.9253550465686,0.0392020580773254,-0.0340078397698588,0.16486423015521,-36.9551808785782,0.354055456066885,1,-0.00381850900000003,3.255703306,13.29101515,104.5596285,3.246726513,34.816,71786.6484375,-0.0491180322321435,NA,10.57044575,0.0283851255197267,0.174474334510846
"1200",2000,"SVK",8.39,75.7046,11329.64778,533.8920269,15875,5.386065,1.622009278,22,0.907488987,74.73683,99.124690641498,0.105275552396149,0.0632965725939831,0.182627529086536,10.7745014880445,-1.27616629602944,0,0.00654559100000007,4.388711945,11.85593093,108.1729379,3.252471447,33.626,74733.15625,0.0410453458495884,NA,12.03577678,0.0421542889204936,0.192958510022811
"1201",2001,"SVK",8.76,76.70004,12380.14019,539.8462202,15829,5.386224,1.704259873,28,0.881578947,71.83114,100.22721301602,0.0131490028347023,-0.0388789570015211,0.19710995405268,7.93003389936983,6.18470297055082,6,-0.0259100400000001,1.914438493,12.93050474,106.9657264,3.299450159,32.689,79919.8984375,0.0694034943492702,NA,7.329630915,0.0226689963359386,0.179747756351852
"1202",2002,"SVK",10.18,80.46358,13290.17514,508.560029,16646,5.38548,1.695451141,24,0.898678414,72.87838,94.431699495681,0.049068292532833,0.0145791922556151,0.221152425724937,12.1974924035706,-0.623779702682442,-4,0.0170994670000001,2.158631993,12.55526811,106.9153747,3.347107649,32.806,81823.484375,0.0238186731304303,NA,3.32331065,0.0063155952093601,0.174865661232659
"1203",2003,"SVK",15.93,84.53155,14123.11061,534.7713983,17000,5.384533,1.640872837,27,0.885964912,78.0574,99.3162077936935,0.0505566617841265,0.0710638738127822,0.30099196976854,36.1015909194258,-3.88915635488318,3,-0.012713502,2.905080926,11.93450656,106.5245026,3.395453453,32.535,81177.1171875,-0.00789953144182513,NA,8.554143054,0.0115673972627075,0.13972812197553
"1204",2004,"SVK",20.75,87.41945,15165.15945,501.867295,17322,5.384237,1.633534194,27,0.885964912,80.37123,93.2104762476095,0.0341635756117095,0.0296426732122771,0.331199821231904,10.0360987991117,-0.544100016613613,0,0,4.448198821,12.2519578,106.2127399,3.444497585,31.506,82143.0234375,0.0118987503309459,NA,7.548500882,0.0266983283516663,0.158253843984239
"1205",2005,"SVK",24.78,91.22598,16572.06371,527.7512371,18405,5.385192,1.613259316,27,0.885964912,83.3204,98.0004495847131,0.0435432847038046,0.0366943494581333,0.360610505727857,8.88004238243841,-1.5114391795175,0,0,3.83004478,13.78924384,106.0703218,3.494249821,31.263,92319.5390625,0.123887765498953,NA,2.709084946,0.0520996511168118,0.158003091863248
